xflr5 v6.61

Plane name :        Wing_twist_-2
Polar name :        T1-25.0 m/s-LLT
Freestream speed :  25.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    9.500     0.000   1.049923   0.038194   0.016698   0.054892   0.000000  -0.000000  -0.422335   0.000000   0.000000   25.0000     0.1052
   10.000     0.000   1.085085   0.040817   0.017376   0.058193   0.000000  -0.000000  -0.432239   0.000000   0.000000   25.0000     0.1041
   10.500     0.000   1.118968   0.043432   0.018126   0.061558   0.000000  -0.000000  -0.441523   0.000000   0.000000   25.0000     0.1030
   11.000     0.000   1.151828   0.046051   0.018962   0.065014   0.000000  -0.000000  -0.450383   0.000000   0.000000   25.0000     0.1020
   11.500     0.000   1.183576   0.048662   0.019898   0.068561   0.000000  -0.000000  -0.458804   0.000000   0.000000   25.0000     0.1010
   12.000     0.000   1.214098   0.051249   0.020949   0.072198   0.000000  -0.000000  -0.466755  -0.000000  -0.000000   25.0000     0.1000
   12.500     0.000   1.243273   0.053795   0.022132   0.075928   0.000000  -0.000000  -0.474205   0.000000   0.000000   25.0000     0.0991
   13.000     0.000   1.270981   0.056283   0.023474   0.079757   0.000000  -0.000000  -0.481136   0.000000  -0.000000   25.0000     0.0982
   13.500     0.000   1.297069   0.058691   0.025002   0.083693   0.000000  -0.000000  -0.487516   0.000000  -0.000000   25.0000     0.0973
   14.000     0.000   1.321364   0.060991   0.026749   0.087740   0.000000  -0.000000  -0.493307   0.000000   0.000000   25.0000     0.0965
   14.500     0.000   1.343485   0.063153   0.028758   0.091911   0.000000  -0.000000  -0.498395   0.000000   0.000000   25.0000     0.0957
   15.000     0.000   1.363024   0.065136   0.031069   0.096205   0.000000  -0.000000  -0.502640   0.000000   0.000000   25.0000     0.0950
   15.500     0.000   1.379614   0.066882   0.033755   0.100637   0.000000  -0.000000  -0.505969   0.000000   0.000000   25.0000     0.0943


